sample_id,batch_500_usd,batch_1681_usd,batch_5000_usd
2323,24.6910,7.4068,2.4688
2324,15.8532,4.7556,1.5852
2325,10.5590,3.1675,1.0558
2326,26.4157,7.9241,2.6413
2327,89.1455,26.7417,8.9136
2328,23.9882,7.1959,2.3986
2329,34.5267,10.3573,3.4523
2330,17.9039,5.3708,1.7902
2331,11.6713,3.5011,1.1670
2332,30.1370,9.0405,3.0134
2333,12.7422,3.8224,1.2741
2334,41.9519,12.5847,4.1947
2335,32.7007,9.8095,3.2697
2336,20.5990,6.1793,2.0597
2337,8.1882,2.4563,0.8187
2338,14.4752,4.3423,1.4474
2339,17.5393,5.2614,1.7537
2340,28.0531,8.4153,2.8050
2341,44.9907,13.4962,4.4986
2342,42.7234,12.8161,4.2719
2343,21.5574,6.4667,2.1555
2344,40.5671,12.1692,4.0563
2345,27.7457,8.3231,2.7743
2346,35.3237,10.5963,3.5320
2347,10.1354,3.0404,1.0134
2348,49.8167,14.9439,4.9811
2349,31.6721,9.5009,3.1669
2350,54.5298,16.3578,5.4524
2351,13.8822,4.1644,1.3881
2352,27.2863,8.1853,2.7283
2353,26.5812,7.9738,2.6578
2354,31.2215,9.3658,3.1218
2355,39.1333,11.7391,3.9129
2356,48.0414,14.4114,4.8036
2357,75.2905,22.5855,7.5282
2358,28.0887,8.4260,2.8086
2359,91.8257,27.5457,9.1816
2360,19.0559,5.7164,1.9054
2361,17.2431,5.1726,1.7241
2362,6.5089,1.9525,0.6508
2363,19.4059,5.8214,1.9404
2364,7.3965,2.2188,0.7396
2365,13.1861,3.9555,1.3185
2366,36.4772,10.9424,3.6473
2367,39.7486,11.9237,3.9744
2368,67.9259,20.3763,6.7919
2369,73.0627,21.9172,7.3055
2370,14.2779,4.2831,1.4276
2371,9.3219,2.7964,0.9321
2372,15.6003,4.6797,1.5599
2373,29.2850,8.7849,2.9282
2374,17.3374,5.2008,1.7336
2375,8.3197,2.4957,0.8319
2376,11.6643,3.4990,1.1663
2377,46.0082,13.8014,4.6003
2378,6.7467,2.0239,0.6746
2379,32.1676,9.6496,3.2164
2380,41.8055,12.5407,4.1801
2381,29.9388,8.9810,2.9936
2382,11.4322,3.4294,1.1431
2383,50.9858,15.2946,5.0980
2384,43.7888,13.1357,4.3784
2385,15.6668,4.6997,1.5665
2386,9.0769,2.7229,0.9076
2387,7.2810,2.1841,0.7280
2388,11.5537,3.4659,1.1552
2389,21.9975,6.5988,2.1995
2390,34.1619,10.2478,3.4158
2391,55.4054,16.6204,5.5399
2392,36.1906,10.8564,3.6187
2393,33.9369,10.1803,3.3933
2394,47.0874,14.1252,4.7082
2395,16.5518,4.9652,1.6550
2396,6.1788,1.8535,0.6178
2397,88.6694,26.5989,8.8660
2398,34.5132,10.3532,3.4509
2399,16.2750,4.8822,1.6273
2400,23.8990,7.1692,2.3896
2401,31.7012,9.5097,3.1698
2402,13.2939,3.9879,1.3292
2403,64.9707,19.4898,6.4964
2404,42.3414,12.7015,4.2337
2405,7.8797,2.3637,0.7879
2406,41.1569,12.3462,4.1153
2407,18.9895,5.6964,1.8988
2408,51.4633,15.4379,5.1458
2409,16.4691,4.9404,1.6467
2410,57.4413,17.2311,5.7435
2411,29.1981,8.7588,2.9195
2412,6.8568,2.0569,0.6856
2413,31.1118,9.3329,3.1108
2414,38.2723,11.4808,3.8268
2415,33.1068,9.9313,3.3103
2416,33.2663,9.9792,3.3263
2417,36.9707,11.0904,3.6967
2418,44.6798,13.4030,4.4675
2419,33.6996,10.1092,3.3696
2420,36.3321,10.8988,3.6328
2421,13.8611,4.1580,1.3860
2422,15.8284,4.7482,1.5827
2423,10.8060,3.2416,1.0805
2424,30.2313,9.0687,3.0228
2425,44.7830,13.4339,4.4778
2426,48.8600,14.6569,4.8855
2427,44.0094,13.2019,4.4005
2428,8.6426,2.5926,0.8642
2429,32.3832,9.7143,3.2380
2430,27.4182,8.2249,2.7415
2431,37.4327,11.2290,3.7429
2432,94.0949,28.2264,9.4085
2433,36.1852,10.8548,3.6181
2434,30.3401,9.1014,3.0337
2435,39.0589,11.7168,3.9055
2436,25.2403,7.5715,2.5238
2437,14.9023,4.4704,1.4901
2438,11.6536,3.4958,1.1652
2439,14.2638,4.2788,1.4262
2440,33.0472,9.9134,3.3044
2441,8.3748,2.5122,0.8374
2442,12.5538,3.7659,1.2552
2443,74.8243,22.4457,7.4816
2444,41.0726,12.3209,4.1068
2445,18.2759,5.4824,1.8274
2446,22.2000,6.6595,2.2198
2447,26.2130,7.8633,2.6210
2448,13.8977,4.1690,1.3896
2449,38.5900,11.5762,3.8586
2450,17.1997,5.1595,1.7198
2451,12.9524,3.8854,1.2951
2452,36.3481,10.9036,3.6344
2453,34.0842,10.2245,3.4081
2454,21.2805,6.3837,2.1278
2455,40.2832,12.0841,4.0279
2456,18.2464,5.4735,1.8244
2457,12.9568,3.8867,1.2955
2458,30.9882,9.2958,3.0985
2459,15.1414,4.5421,1.5140
2460,23.6874,7.1057,2.3685
2461,33.5019,10.0498,3.3498
2462,49.4642,14.8382,4.9459
2463,39.1145,11.7335,3.9110
2464,34.6465,10.3932,3.4643
2465,50.4197,15.1248,5.0414
2466,21.3834,6.4145,2.1381
2467,28.0416,8.4119,2.8039
2468,17.7690,5.3303,1.7767
2469,53.1727,15.9507,5.3167
2470,14.8230,4.4466,1.4821
2471,25.1257,7.5371,2.5123
2472,32.8155,9.8439,3.2812
2473,30.5129,9.1532,3.0510
2474,18.4433,5.5326,1.8441
2475,38.3039,11.4903,3.8300
2476,32.2397,9.6712,3.2236
2477,59.2820,17.7833,5.9276
2478,16.2046,4.8610,1.6203
2479,20.1000,6.0296,2.0098
2480,26.2147,7.8638,2.6212
2481,10.9037,3.2709,1.0902
2482,49.8028,14.9398,4.9797
2483,32.9265,9.8772,3.2923
2484,45.0838,13.5241,4.5079
2485,35.3815,10.6137,3.5378
2486,48.7549,14.6254,4.8750
2487,15.2640,4.5789,1.5262
2488,52.5339,15.7590,5.2528
2489,50.9409,15.2811,5.0935
2490,39.9260,11.9769,3.9922
2491,47.4732,14.2409,4.7468
2492,10.6911,3.2071,1.0690
2493,22.6624,6.7982,2.2660
2494,26.6701,8.0005,2.6667
2495,46.5348,13.9594,4.6530
2496,11.5759,3.4725,1.1575
2497,9.5584,2.8673,0.9557
2498,10.8340,3.2500,1.0833
2499,6.3036,1.8909,0.6303
2500,16.7017,5.0102,1.6700
2501,17.0456,5.1133,1.7044
2502,11.6150,3.4842,1.1614
2503,18.1139,5.4338,1.8112
2504,16.1320,4.8392,1.6130
2505,24.3232,7.2964,2.4321
2506,28.3166,8.4944,2.8314
2507,37.5592,11.2669,3.7555
2508,37.0496,11.1141,3.7046
2509,11.5257,3.4575,1.1524
2510,42.1586,12.6467,4.2154
2511,9.0538,2.7160,0.9053
2512,8.1894,2.4566,0.8189
2513,11.6076,3.4820,1.1606
2514,20.5154,6.1542,2.0513
2515,8.6342,2.5901,0.8633
2516,18.1093,5.4324,1.8107
2517,49.8594,14.9567,4.9854
2518,47.7089,14.3116,4.7704
2519,7.8900,2.3668,0.7889
2520,28.8164,8.6443,2.8813
2521,17.4568,5.2367,1.7455
2522,84.2347,25.2686,8.4226
2523,25.4591,7.6372,2.5456
2524,14.0528,4.2155,1.4051
2525,71.8983,21.5679,7.1891
2526,34.6242,10.3865,3.4621
2527,4.3985,1.3195,0.4398
2528,14.9634,4.4887,1.4962
2529,20.2316,6.0690,2.0229
2530,8.5118,2.5533,0.8511
2531,19.2983,5.7891,1.9296
2532,6.7076,2.0121,0.6707
2533,53.2694,15.9796,5.3264
2534,18.1171,5.4347,1.8115
2535,5.4870,1.6460,0.5486
2536,23.8287,7.1481,2.3826
2537,34.1959,10.2580,3.4192
2538,35.4683,10.6397,3.5465
2539,33.5205,10.0554,3.3517
2540,35.0738,10.5214,3.5070
2541,8.8703,2.6609,0.8869
2542,9.1883,2.7563,0.9187
2543,49.5499,14.8639,4.9545
2544,16.0535,4.8157,1.6052
2545,39.8540,11.9553,3.9850
2546,9.1383,2.7413,0.9137
2547,51.1077,15.3312,5.1102
2548,34.2441,10.2725,3.4240
2549,19.6479,5.8939,1.9646
2550,29.0646,8.7187,2.9061
2551,29.3430,8.8023,2.9340
2552,72.6125,21.7822,7.2605
2553,67.9891,20.3952,6.7982
2554,10.4396,3.1317,1.0438
2555,14.1315,4.2391,1.4130
2556,7.2658,2.1796,0.7265
2557,16.7722,5.0313,1.6770
2558,18.3999,5.5196,1.8398
2559,26.4797,7.9433,2.6477
2560,59.3240,17.7959,5.9318
2561,28.9256,8.6770,2.8922
2562,18.8779,5.6630,1.8876
2563,40.3882,12.1156,4.0384
2564,20.3588,6.1072,2.0357
2565,29.8267,8.9473,2.9823
2566,18.9889,5.6963,1.8987
2567,29.8414,8.9518,2.9838
2568,54.7126,16.4126,5.4707
2569,11.8493,3.5545,1.1848
2570,14.8406,4.4519,1.4839
2571,4.4856,1.3456,0.4485
2572,14.2863,4.2856,1.4285
2573,46.9425,14.0817,4.6937
2574,10.0078,3.0021,1.0007
2575,30.2034,9.0604,3.0200
2576,42.7169,12.8141,4.2712
2577,40.6886,12.2057,4.0684
2578,7.2064,2.1618,0.7206
2579,34.7675,10.4295,3.4764
2580,41.2389,12.3708,4.1234
2581,34.8760,10.4620,3.4872
2582,43.9479,13.1834,4.3943
2583,27.9926,8.3972,2.7990
2584,25.6173,7.6846,2.5615
2585,46.6708,14.0002,4.6666
2586,39.8915,11.9666,3.9887
2587,32.2547,9.6757,3.2251
2588,10.5079,3.1521,1.0507
2589,32.1737,9.6514,3.2170
2590,25.0882,7.5259,2.5085
2591,41.9420,12.5817,4.1937
2592,46.4398,13.9309,4.6435
2593,15.5600,4.6676,1.5558
2594,30.3326,9.0991,3.0329
2595,81.7451,24.5217,8.1736
2596,44.8340,13.4492,4.4829
2597,15.4974,4.6489,1.5496
2598,8.2829,2.4847,0.8282
2599,19.8235,5.9466,1.9821
2600,10.6579,3.1971,1.0657
2601,60.1667,18.0487,6.0160
2602,14.6204,4.3858,1.4619
2603,46.7620,14.0276,4.6757
2604,5.8848,1.7653,0.5884
2605,13.4438,4.0328,1.3442
2606,45.6220,13.6856,4.5617
2607,39.1522,11.7448,3.9148
2608,55.2635,16.5778,5.5258
2609,11.8130,3.5437,1.1812
2610,7.9147,2.3742,0.7914
2611,6.4712,1.9412,0.6470
2612,51.5126,15.4526,5.1507
2613,23.1231,6.9364,2.3121
2614,10.9378,3.2811,1.0937
2615,15.6634,4.6987,1.5662
2616,12.8366,3.8507,1.2835
2617,17.0373,5.1108,1.7035
2618,22.5017,6.7500,2.2499
2619,6.4413,1.9322,0.6441
2620,8.0468,2.4139,0.8046
2621,48.3144,14.4933,4.8309
2622,10.3224,3.0965,1.0321
2623,7.4218,2.2264,0.7421
2624,8.2115,2.4633,0.8211
2625,46.8650,14.0585,4.6860
2626,7.2595,2.1777,0.7259
2627,10.7815,3.2342,1.0780
2628,24.3583,7.3070,2.4356
2629,13.1509,3.9450,1.3150
2630,6.6935,2.0079,0.6693
2631,25.4297,7.6284,2.5427
2632,7.2828,2.1847,0.7282
2633,49.0966,14.7279,4.9091
2634,18.6362,5.5905,1.8634
2635,25.4333,7.6294,2.5431
2636,28.5303,8.5585,2.8527
2637,20.6552,6.1961,2.0653
2638,49.5961,14.8778,4.9591
2639,14.0868,4.2257,1.4085
2640,31.5235,9.4564,3.1520
2641,17.9600,5.3876,1.7958
2642,51.2823,15.3836,5.1277
2643,40.1161,12.0340,4.0112
2644,33.9112,10.1726,3.3908
2645,15.2747,4.5821,1.5273
2646,62.1500,18.6437,6.2143
2647,12.5693,3.7705,1.2568
2648,9.2679,2.7802,0.9267
2649,39.7506,11.9243,3.9746
2650,22.6760,6.8023,2.2674
2651,12.4610,3.7380,1.2460
2652,6.9129,2.0737,0.6912
2653,22.2439,6.6727,2.2241
2654,18.7278,5.6179,1.8726
2655,46.7253,14.0166,4.6720
2656,19.1383,5.7411,1.9136
2657,90.8019,27.2386,9.0792
2658,25.9705,7.7906,2.5968
2659,40.9519,12.2847,4.0947
2660,28.7426,8.6221,2.8739
2661,10.9502,3.2848,1.0949
2662,48.3898,14.5159,4.8385
2663,32.7428,9.8221,3.2739
2664,39.1380,11.7406,3.9134
2665,27.7717,8.3309,2.7769
2666,71.3440,21.4016,7.1336
2667,9.0776,2.7231,0.9077
2668,17.7757,5.3323,1.7774
2669,10.3239,3.0969,1.0323
2670,15.9464,4.7836,1.5945
2671,13.6525,4.0954,1.3651
2672,14.7618,4.4282,1.4760
2673,50.0289,15.0076,5.0023
2674,10.4462,3.1336,1.0445
2675,45.4077,13.6213,4.5403
2676,8.8754,2.6624,0.8874
2677,12.9506,3.8849,1.2949
2678,65.8736,19.7607,6.5867
2679,30.2286,9.0679,3.0225
2680,20.1001,6.0296,2.0098
2681,19.8274,5.9478,1.9825
2682,32.0071,9.6014,3.2004
2683,11.6701,3.5008,1.1669
2684,36.6964,11.0081,3.6692
2685,36.0510,10.8145,3.6047
2686,31.7980,9.5387,3.1795
2687,34.9725,10.4910,3.4969
2688,27.2738,8.1815,2.7271
2689,11.8610,3.5580,1.1860
2690,21.3156,6.3942,2.1313
2691,15.9742,4.7919,1.5972
2692,13.8982,4.1692,1.3897
2693,28.7768,8.6324,2.8774
2694,9.3363,2.8007,0.9335
2695,35.4920,10.6468,3.5488
2696,19.5091,5.8523,1.9507
2697,32.3170,9.6944,3.2314
2698,20.4224,6.1263,2.0420
2699,24.7740,7.4317,2.4771
2700,14.1571,4.2468,1.4156
2701,18.1068,5.4317,1.8105
2702,65.3251,19.5961,6.5318
2703,15.5161,4.6545,1.5514
2704,11.8845,3.5651,1.1883
2705,45.0837,13.5241,4.5079
2706,17.4145,5.2240,1.7413
2707,45.2515,13.5745,4.5247
2708,14.7267,4.4177,1.4725
2709,9.7894,2.9366,0.9788
2710,31.4866,9.4453,3.1483
2711,15.3369,4.6007,1.5335
2712,10.4490,3.1345,1.0448
2713,45.7630,13.7279,4.5758
2714,36.1555,10.8459,3.6152
2715,33.8817,10.1638,3.3878
2716,21.4516,6.4350,2.1449
2717,18.6949,5.6081,1.8693
2718,32.8532,9.8552,3.2850
2719,54.0610,16.2171,5.4055
2720,34.6177,10.3846,3.4614
2721,22.5838,6.7747,2.2581
2722,11.3888,3.4164,1.1388
2723,48.9690,14.6896,4.8964
2724,13.9268,4.1777,1.3925
2725,26.5450,7.9629,2.6542
2726,35.7610,10.7275,3.5757
2727,15.6127,4.6835,1.5611
2728,31.2608,9.3776,3.1257
2729,51.7811,15.5332,5.1776
2730,8.3587,2.5074,0.8358
2731,45.6520,13.6946,4.5647
2732,7.8772,2.3630,0.7876
2733,63.2400,18.9706,6.3233
2734,24.8176,7.4447,2.4815
2735,23.3591,7.0072,2.3357
2736,33.7367,10.1203,3.3733
2737,65.5831,19.6735,6.5576
2738,47.5343,14.2593,4.7529
2739,30.1916,9.0568,3.0188
2740,64.3877,19.3149,6.4381
2741,22.3413,6.7019,2.2339
2742,43.3317,12.9986,4.3327
2743,6.8853,2.0654,0.6885
2744,47.6535,14.2950,4.7648
2745,30.3263,9.0972,3.0323
2746,55.4791,16.6425,5.5473
2747,15.5603,4.6677,1.5559
2748,21.2953,6.3881,2.1293
2749,8.0392,2.4116,0.8038
2750,44.0025,13.1998,4.3998
2751,23.0552,6.9161,2.3053
2752,25.4498,7.6344,2.5447
2753,19.5229,5.8565,1.9521
2754,7.5877,2.2761,0.7587
2755,16.3172,4.8948,1.6315
2756,13.2813,3.9841,1.3280
2757,45.8802,13.7631,4.5875
2758,43.4275,13.0273,4.3423
2759,28.8103,8.6425,2.8807
2760,33.0616,9.9177,3.3058
2761,28.8100,8.6424,2.8807
2762,44.3723,13.3107,4.4368
2763,11.7291,3.5185,1.1728
2764,38.7886,11.6357,3.8784
2765,46.2655,13.8787,4.6261
2766,48.8379,14.6503,4.8833
2767,4.8906,1.4671,0.4890
2768,65.7008,19.7088,6.5694
2769,8.9977,2.6991,0.8997
2770,11.7572,3.5269,1.1756
2771,7.2555,2.1765,0.7255
2772,30.6632,9.1983,3.0660
2773,19.5565,5.8665,1.9554
2774,41.3923,12.4168,4.1388
2775,44.9369,13.4801,4.4932
2776,40.5920,12.1767,4.0588
2777,8.8501,2.6548,0.8849
2778,34.4808,10.3435,3.4477
2779,16.5200,4.9556,1.6518
2780,38.2741,11.4814,3.8270
2781,6.6388,1.9915,0.6638
2782,18.8855,5.6652,1.8883
2783,10.9276,3.2780,1.0926
2784,8.5127,2.5536,0.8512
2785,15.5054,4.6513,1.5504
2786,42.9187,12.8747,4.2914
2787,16.8207,5.0458,1.6819
2788,14.5571,4.3668,1.4555
2789,17.1411,5.1420,1.7139
2790,14.8870,4.4658,1.4885
2791,53.9973,16.1980,5.3992
2792,28.4599,8.5373,2.8457
2793,54.2096,16.2617,5.4204
2794,16.4559,4.9364,1.6454
2795,8.0120,2.4034,0.8011
2796,8.9516,2.6853,0.8951
2797,38.8398,11.6511,3.8836
2798,17.2077,5.1619,1.7206
2799,36.5288,10.9579,3.6525
2800,11.3890,3.4165,1.1388
2801,26.0712,7.8208,2.6068
2802,9.5106,2.8530,0.9510
2803,17.4823,5.2443,1.7480
2804,30.5569,9.1664,3.0554
2805,6.8390,2.0515,0.6838
2806,31.7806,9.5335,3.1777
2807,38.3910,11.5165,3.8387
2808,16.0681,4.8201,1.6066
2809,47.5648,14.2684,4.7560
2810,38.4745,11.5415,3.8470
2811,61.2120,18.3623,6.1205
2812,39.4324,11.8289,3.9428
2813,6.1725,1.8516,0.6172
2814,53.0364,15.9098,5.3031
2815,21.9469,6.5836,2.1945
2816,29.4790,8.8430,2.9476
2817,10.6912,3.2071,1.0690
2818,28.3662,8.5092,2.8363
2819,17.8617,5.3581,1.7860
2820,48.5368,14.5600,4.8532
2821,10.8754,3.2624,1.0874
2822,17.3514,5.2050,1.7350
2823,4.3295,1.2988,0.4329
2824,28.3936,8.5175,2.8391
2825,12.2546,3.6761,1.2253
2826,32.1618,9.6478,3.2158
2827,11.8296,3.5486,1.1828
2828,19.4459,5.8334,1.9444
2829,15.9668,4.7897,1.5965
2830,6.3252,1.8974,0.6325
2831,11.6917,3.5073,1.1690
2832,47.2118,14.1625,4.7207
2833,65.3527,19.6044,6.5346
2834,31.8881,9.5657,3.1885
2835,34.0099,10.2022,3.4006
2836,6.1383,1.8413,0.6138
2837,17.4942,5.2479,1.7492
2838,64.2719,19.2802,6.4265
2839,7.9047,2.3712,0.7904
2840,19.1720,5.7512,1.9170
2841,14.1271,4.2378,1.4126
2842,16.7873,5.0358,1.6786
2843,47.4160,14.2238,4.7411
2844,16.5629,4.9685,1.6561
2845,26.5612,7.9678,2.6558
2846,19.4432,5.8325,1.9441
2847,36.1908,10.8565,3.6187
2848,49.2252,14.7665,4.9220
2849,42.9163,12.8740,4.2912
2850,32.3856,9.7150,3.2382
2851,35.4581,10.6367,3.5454
2852,16.9239,5.0768,1.6922
2853,13.2670,3.9798,1.3266
2854,15.8638,4.7588,1.5862
2855,27.0270,8.1075,2.7024
2856,31.5192,9.4551,3.1516
2857,20.2966,6.0885,2.0294
2858,18.3847,5.5150,1.8383
2859,27.9533,8.3854,2.7950
2860,53.6575,16.0961,5.3652
2861,7.4323,2.2295,0.7432
2862,15.5236,4.6567,1.5522
2863,20.0799,6.0235,2.0078
2864,19.5385,5.8611,1.9536
2865,8.8680,2.6602,0.8867
2866,34.8958,10.4680,3.4892
2867,66.3612,19.9069,6.6354
2868,15.1228,4.5365,1.5121
2869,38.8583,11.6566,3.8854
2870,23.1036,6.9306,2.3101
2871,6.9447,2.0833,0.6944
2872,14.2666,4.2797,1.4265
2873,27.9508,8.3846,2.7948
2874,41.2803,12.3832,4.1276
2875,52.4382,15.7303,5.2433
2876,20.9605,6.2877,2.0958
2877,9.4958,2.8485,0.9495
2878,13.3579,4.0071,1.3356
2879,7.4213,2.2262,0.7420
2880,9.6794,2.9036,0.9678
2881,51.4700,15.4399,5.1465
2882,35.0535,10.5153,3.5050
2883,14.9432,4.4826,1.4942
2884,39.2192,11.7649,3.9215
2885,71.6165,21.4834,7.1609
2886,8.2119,2.4634,0.8211
2887,21.1115,6.3330,2.1109
2888,34.4865,10.3452,3.4483
2889,46.4446,13.9324,4.6440
2890,50.1220,15.0355,5.0117
2891,54.5289,16.3575,5.4523
2892,30.8098,9.2423,3.0807
2893,9.4550,2.8363,0.9454
2894,53.7785,16.1324,5.3773
2895,40.9698,12.2901,4.0965
2896,15.6093,4.6825,1.5608
2897,55.2335,16.5689,5.5228
2898,10.3825,3.1145,1.0381
2899,42.1255,12.6367,4.2121
2900,42.8627,12.8579,4.2858
2901,15.0624,4.5184,1.5061
2902,11.9244,3.5771,1.1923
2903,28.8431,8.6523,2.8840
2904,20.2592,6.0773,2.0257
2905,9.2244,2.7671,0.9223
2906,49.7915,14.9364,4.9786
2907,6.9402,2.0819,0.6939
2908,23.9745,7.1918,2.3972
2909,28.2918,8.4869,2.8289
2910,15.2755,4.5823,1.5274
2911,15.8622,4.7583,1.5860
2912,25.3862,7.6153,2.5383
2913,54.3441,16.3020,5.4338
2914,31.3014,9.3897,3.1298
2915,38.9294,11.6780,3.8925
2916,22.5013,6.7499,2.2499
2917,6.3356,1.9005,0.6335
2918,9.8310,2.9491,0.9830
2919,58.5080,17.5511,5.8502
2920,26.3352,7.9000,2.6332
2921,17.1603,5.1477,1.7158
2922,21.3267,6.3975,2.1324
2923,39.2392,11.7709,3.9235
2924,24.8624,7.4582,2.4860
2925,36.9060,11.0710,3.6902
2926,38.5730,11.5711,3.8569
2927,25.3825,7.6142,2.5380
2928,49.1931,14.7569,4.9188
2929,21.9699,6.5905,2.1968
2930,60.7964,18.2376,6.0790
2931,26.2062,7.8613,2.6203
2932,47.4265,14.2269,4.7421
2933,23.5062,7.0513,2.3504
2934,17.5753,5.2722,1.7573
2935,41.6788,12.5027,4.1674
2936,7.0516,2.1153,0.7051
2937,25.5964,7.6784,2.5594
2938,9.1397,2.7417,0.9139
2939,69.5173,20.8537,6.9510
2940,30.1692,9.0501,3.0166
2941,8.3465,2.5038,0.8346
2942,20.9474,6.2838,2.0945
2943,47.6728,14.3008,4.7668
2944,18.6800,5.6036,1.8678
2945,13.2684,3.9802,1.3267
2946,41.5164,12.4540,4.1512
2947,45.9469,13.7831,4.5942
2948,41.3398,12.4010,4.1335
2949,61.3192,18.3944,6.1313
2950,15.6652,4.6992,1.5663
2951,68.9198,20.6744,6.8912
2952,14.6730,4.4016,1.4671
2953,31.1266,9.3373,3.1123
2954,39.6139,11.8833,3.9610
2955,13.1743,3.9520,1.3173
2956,12.6002,3.7798,1.2599
2957,29.0743,8.7217,2.9071
2958,67.3159,20.1933,6.7309
2959,47.2795,14.1828,4.7274
2960,7.8087,2.3424,0.7808
2961,35.7951,10.7377,3.5791
2962,4.4197,1.3258,0.4419
2963,17.4174,5.2248,1.7416
2964,15.4939,4.6478,1.5492
2965,45.1078,13.5313,4.5103
2966,61.2115,18.3621,6.1205
2967,58.4530,17.5346,5.8447
2968,24.5090,7.3522,2.4506
2969,16.7793,5.0334,1.6778
2970,40.6857,12.2048,4.0681
2971,21.3932,6.4175,2.1391
2972,45.7740,13.7312,4.5769
2973,15.0556,4.5164,1.5054
2974,10.6847,3.2052,1.0684
2975,33.5100,10.0523,3.3506
2976,29.4643,8.8387,2.9461
2977,12.8441,3.8529,1.2843
2978,32.0594,9.6171,3.2056
2979,39.8886,11.9657,3.9884
2980,27.3859,8.2152,2.7383
2981,13.2667,3.9797,1.3265
2982,10.6230,3.1867,1.0622
2983,9.2064,2.7617,0.9205
2984,19.6217,5.8861,1.9620
2985,14.6157,4.3844,1.4614
2986,15.5416,4.6621,1.5540
2987,14.3120,4.2933,1.4310
2988,9.6925,2.9076,0.9692
2989,40.3691,12.1099,4.0365
2990,28.6016,8.5799,2.8599
2991,33.9229,10.1761,3.3919
2992,44.8681,13.4594,4.4863
2993,12.7177,3.8150,1.2716
2994,12.5955,3.7784,1.2594
2995,29.0939,8.7275,2.9091
2996,45.0225,13.5058,4.5018
2997,27.9621,8.3880,2.7959
2998,35.2302,10.5683,3.5226
2999,17.5641,5.2688,1.7562
3000,17.3040,5.1908,1.7302
3001,20.3975,6.1188,2.0395
3002,11.4981,3.4492,1.1497
3003,8.5230,2.5567,0.8522
3004,30.2500,9.0743,3.0247
3005,25.8470,7.7535,2.5844
3006,20.9554,6.2862,2.0953
3007,28.5363,8.5603,2.8533
3008,19.7084,5.9121,1.9706
3009,10.0539,3.0160,1.0053
3010,42.3401,12.7011,4.2336
3011,40.4297,12.1280,4.0425
3012,15.0307,4.5089,1.5029
3013,16.2380,4.8710,1.6236
3014,33.8086,10.1418,3.3805
3015,45.8368,13.7500,4.5832
3016,34.1388,10.2409,3.4135
3017,33.0759,9.9220,3.3072
3018,40.5981,12.1785,4.0594
3019,14.2732,4.2816,1.4272
3020,54.9077,16.4711,5.4902
3021,21.7556,6.5262,2.1753
3022,48.5756,14.5716,4.8570
3023,60.0133,18.0027,6.0007
3024,29.1016,8.7298,2.9098
3025,21.9845,6.5949,2.1982
3026,21.1006,6.3297,2.1098
3027,18.2603,5.4777,1.8258
3028,37.4154,11.2238,3.7411
3029,9.3325,2.7995,0.9331
3030,9.5233,2.8568,0.9522
3031,47.9795,14.3928,4.7974
3032,41.4275,12.4273,4.1423
3033,15.7801,4.7337,1.5778
3034,11.0177,3.3051,1.1017
3035,7.2282,2.1683,0.7227
3036,12.8649,3.8592,1.2864
3037,40.5087,12.1517,4.0504
3038,32.9484,9.8838,3.2945
3039,52.5959,15.7776,5.2590
3040,72.7844,21.8337,7.2777
3041,45.5687,13.6696,4.5564
3042,43.6923,13.1067,4.3688
3043,34.2470,10.2733,3.4243
3044,28.3743,8.5117,2.8371
3045,12.4359,3.7305,1.2435
3046,12.4138,3.7239,1.2412
3047,14.4262,4.3275,1.4425
3048,49.9496,14.9838,4.9944
3049,12.0471,3.6139,1.2046
3050,20.4126,6.1233,2.0410
3051,47.3696,14.2098,4.7365
3052,8.2004,2.4599,0.8200
3053,46.6346,13.9894,4.6630
3054,11.6873,3.5059,1.1686
3055,60.2143,18.0630,6.0208
3056,11.9687,3.5903,1.1967
3057,35.7216,10.7157,3.5718
3058,41.1350,12.3396,4.1131
3059,44.9913,13.4964,4.4986
3060,50.8522,15.2546,5.0847
3061,36.8841,11.0644,3.6880
3062,48.4007,14.5192,4.8395
3063,22.5239,6.7567,2.2521
3064,21.4485,6.4341,2.1446
3065,43.5230,13.0560,4.3518
3066,8.4370,2.5309,0.8436
3067,23.6323,7.0892,2.3630
3068,52.2971,15.6880,5.2292
3069,18.0958,5.4284,1.8094
3070,51.5482,15.4633,5.1543
3071,27.9728,8.3912,2.7970
3072,71.9063,21.5703,7.1899
3073,14.8508,4.4549,1.4849
3074,46.6451,13.9925,4.6640
3075,13.8243,4.1470,1.3823
3076,11.1391,3.3415,1.1138
3077,13.7560,4.1265,1.3755
3078,59.9915,17.9961,5.9985
3079,35.3177,10.5945,3.5314
3080,25.8971,7.7686,2.5894
3081,6.8192,2.0456,0.6818
3082,22.6964,6.8084,2.2694
3083,80.7695,24.2291,8.0761
3084,22.8333,6.8495,2.2831
3085,52.9511,15.8842,5.2945
3086,42.1309,12.6383,4.2126
3087,53.8812,16.1632,5.3875
3088,60.3614,18.1071,6.0355
3089,30.0016,8.9998,2.9998
3090,50.0147,15.0033,5.0009
3091,38.2430,11.4721,3.8239
3092,22.9946,6.8979,2.2992
3093,42.9513,12.8845,4.2947
3094,14.0995,4.2296,1.4098
3095,19.6302,5.8886,1.9628
3096,53.5081,16.0513,5.3502
3097,57.3635,17.2078,5.7357
3098,45.5436,13.6621,4.5539
